a0,a1,a2,a3,a4,a5,a6,class
0,3,633790226065876166,105818,4.197641372680664,2.160639524459839,1.3580472469329834,0
0,2,633790226066146460,105819,4.356683254241943,1.9181596040725708,1.0562540292739868,0
0,0,633790226066416759,105820,4.021243572235107,1.9098998308181765,0.5036612749099731,0
0,3,633790226066957341,105821,4.249606609344482,2.157458066940308,1.3465509414672852,0
0,2,633790226067227640,105822,4.488511085510254,1.8238227367401123,1.0295464992523191,0
0,0,633790226067497930,105823,3.8074049949646,2.0617172718048096,0.2273857146501541,0
0,1,633790226067768228,105824,4.329990863800049,2.008127927780152,0.4537137448787689,0
0,2,633790226068308811,105825,4.43226957321167,1.882292866706848,1.0407119989395142,0
0,0,633790226068579103,105826,3.79454493522644,2.0012941360473637,0.3637138307094574,0
0,3,633790226069119689,105827,4.491220474243164,1.6067250967025757,1.235031008720398,0
0,2,633790226069389983,105828,4.397789478302002,1.9239206314086916,0.9532132744789124,0
0,0,633790226069660277,105829,3.961292028427124,1.7698349952697754,0.371803879737854,0
0,1,633790226069930573,105830,4.542581558227539,1.6878437995910645,0.5046617984771729,0
0,3,633790226070200863,105831,4.482728004455566,1.7306814193725586,1.3238235712051392,0
0,2,633790226070471162,105832,4.38154935836792,1.9093608856201167,0.9821466207504272,0
0,0,633790226070741452,105833,4.108309268951416,2.0165762901306152,0.4578547179698944,0
0,3,633790226071282041,105834,4.332193374633789,1.7759320735931396,1.3697550296783447,0
0,2,633790226071552336,105835,4.2771525382995605,1.970787048339844,0.9514465928077698,0
0,0,633790226071822629,105836,4.014915943145752,1.8255854845047,0.2441438436508178,0
0,1,633790226072092921,105837,4.548681735992432,1.7253979444503784,0.4954036772251129,0
0,3,633790226072363219,105838,4.311849117279053,1.8116904497146609,1.3237354755401611,0
0,2,633790226072633512,105839,4.232975482940674,1.9764504432678225,0.8889436721801758,0
0,3,633790226073444384,105840,4.282313823699951,1.8122048377990725,1.2396167516708374,0
0,2,633790226073714675,105841,4.144715309143066,1.938032865524292,0.9601329565048218,0
0,0,633790226073984965,105842,3.9706199169158936,1.885386347770691,0.2678467929363251,0
0,1,633790226074255255,105843,4.309680461883545,2.0497469902038574,0.4195092022418976,0
0,3,633790226074525548,105844,4.243491172790527,1.8112541437149048,1.2102545499801636,0
0,2,633790226074795847,105845,4.177395820617676,1.9165822267532349,0.9360881447792052,0
0,0,633790226075066138,105846,3.922207593917847,1.9651390314102173,0.2347482442855835,0
0,3,633790226075606720,105847,4.202301979064941,1.805513978004456,1.1912132501602173,0
0,2,633790226075877015,105848,4.106980800628662,1.9098222255706787,0.9110671281814576,0
0,0,633790226076147307,105849,3.9697887897491455,1.8813362121582031,0.2492287158966064,0
0,1,633790226076417598,105850,4.209462642669678,2.141072988510132,0.4304558038711548,0
0,3,633790226076687894,105851,4.186062335968018,1.84223210811615,1.1890835762023926,0
0,2,633790226076958187,105852,4.08933687210083,1.861572861671448,0.8914951086044312,0
0,0,633790226077228485,105853,3.895593643188477,1.967415452003479,0.3369348049163818,0
0,3,633790226077769071,105854,4.15580940246582,1.472303867340088,1.2093499898910522,0
0,2,633790226078039363,105855,4.101933479309082,1.825102925300598,0.8365544080734253,0
0,0,633790226078309662,105856,3.976018905639648,1.8089816570281985,0.1431992202997207,0
0,1,633790226078579961,105857,3.9194493293762207,1.968531847000122,0.1691304147243499,0
0,3,633790226078850251,105858,4.170763969421387,1.461345076560974,1.1642377376556396,0
0,2,633790226079120543,105859,4.07015323638916,1.71868634223938,0.8431304097175598,0
0,0,633790226079390838,105860,3.9194397926330566,1.9405955076217647,0.2331812679767608,0
0,3,633790226079931420,105861,4.062352657318115,1.5653574466705322,1.1613589525222778,0
0,2,633790226080201712,105862,3.4449212551116943,1.738551139831543,0.8248797655105591,0
0,0,633790226080472006,105863,3.97371768951416,1.8847966194152832,0.1957855224609375,0
0,1,633790226080742298,105864,3.5031557083129883,2.2341148853302,0.4601683318614959,0
0,3,633790226081012597,105865,4.023120880126953,1.556408405303955,1.1723911762237549,0
0,2,633790226081282893,105866,3.358275890350342,1.802184581756592,0.8253445029258728,0
0,0,633790226081553183,105867,3.98968768119812,1.9132466316223145,0.0515258461236953,0
0,3,633790226082093766,105868,0.0505442172288894,3.392423629760742,2.591013669967652,0
0,2,633790226082364060,105869,2.968425035476685,2.8197054862976074,1.0544772148132324,0
0,0,633790226082634354,105870,3.955254554748535,2.054946184158325,0.3022098243236542,0
0,1,633790226082904646,105871,3.645522356033325,2.167288064956665,0.2867243587970733,0
0,3,633790226083174944,105872,0.0429528728127479,3.3962197303771973,2.591087579727173,0
0,2,633790226083445238,105873,3.3602914810180664,1.966989278793335,0.9167373180389404,0
0,0,633790226083715534,105874,4.030045509338379,1.8869026899337769,0.2995118796825409,0
0,2,633790226084526407,105875,3.379532814025879,1.8726269006729128,0.8041719794273376,0
0,2,633790226085607575,105876,3.33382511138916,1.972615957260132,0.7828306555747986,0
0,0,633790226085877872,105877,3.832123279571533,1.8274588584899905,0.4960066080093384,0
0,2,633790226086688742,105878,3.266451597213745,1.940006256103516,0.7445037961006165,0
0,0,633790226086959037,105879,3.75696325302124,2.188908576965332,0.5391649007797241,0
0,1,633790226087229331,105880,3.4860141277313232,1.8936904668807983,0.249947652220726,0
0,3,633790226087499628,105881,3.478180408477783,2.0931828022003174,1.1722389459609983,0
0,2,633790226087769920,105882,3.505659818649292,1.970820665359497,0.7655090093612671,0
0,0,633790226088040213,105883,3.158587694168091,1.9646306037902832,-0.212424591,0
0,3,633790226088580800,105884,3.427164316177368,2.089765310287476,1.1997156143188477,0
0,2,633790226088851093,105885,3.41900897026062,1.9674769639968872,0.7316285371780396,0
0,1,633790226089391681,105886,3.442623376846313,1.884610891342163,0.122687317430973,0
0,3,633790226089661973,105887,3.3557796478271484,2.096869707107544,1.1268779039382937,0
0,2,633790226089932263,105888,3.3842272758483887,1.9751328229904173,0.6998797059059143,0
0,0,633790226090202554,105889,2.9798333644866943,1.8392566442489624,-0.113228232,0
0,3,633790226090743138,105890,3.427621364593506,1.979052782058716,1.1638888120651243,0
0,2,633790226091013430,105891,3.382843494415283,1.9916499853134155,0.6554752588272095,0
0,0,633790226091283725,105892,3.0572354793548584,1.9670307636260984,-0.30077666,0
0,1,633790226091554022,105893,3.504034996032715,2.157625675201416,0.1103709861636161,0
0,3,633790226091824318,105894,3.390031576156616,2.0306236743927,1.161410212516785,0
0,2,633790226092094614,105895,3.330217838287353,1.932721495628357,0.62093585729599,0
0,0,633790226092364907,105896,3.102482795715332,2.018120288848877,-0.313945681,0
0,3,633790226092905492,105897,3.3011958599090576,1.8142645359039309,1.010230541229248,0
0,0,633790226093446080,105898,3.0467348098754883,1.713277816772461,-0.072978087,0
0,1,633790226093716377,105899,3.212883949279785,2.103853940963745,0.1595011055469513,0
0,3,633790226093986668,105900,3.1416285037994385,1.725569486618042,1.088701844215393,0
0,2,633790226094256962,105901,3.2176551818847656,1.9660470485687256,0.6811047792434692,0
0,0,633790226094527261,105902,3.0310306549072266,1.8691868782043457,-0.126245975,0
0,3,633790226095067841,105903,3.234391927719116,1.8192451000213623,1.1302375793457031,0
0,2,633790226095338135,105904,3.3724687099456787,1.8245257139205933,0.8238134980201721,0
0,0,633790226095608434,105905,3.020861864089966,1.8637213706970213,-0.195541561,0
0,1,633790226095878727,105906,2.9970738887786865,2.150576591491699,-0.188694969,0
0,3,633790226096149020,105907,3.215184211730957,1.8264974355697632,1.005605936050415,0
0,2,633790226096419319,105908,3.072329521179199,1.8129087686538696,0.6934511065483093,0
0,0,633790226096689613,105909,3.149183988571167,1.9562777280807493,-0.089500792,0
0,3,633790226097230195,105910,3.1987462043762207,1.923019289970398,1.075116753578186,0
0,0,633790226097770777,105911,3.089876890182495,1.5034090280532837,-0.002846538,0
0,1,633790226098041067,105912,2.926330804824829,2.186302661895752,0.151973009109497,0
0,3,633790226098311361,105913,3.204945802688598,1.8621782064437864,1.025074124336243,0
0,2,633790226098581653,105914,3.1155383586883545,2.107663631439209,0.7990272641181946,0
0,0,633790226098851943,105915,3.4274682998657227,1.921135663986206,0.1747943013906479,0
0,3,633790226099392532,105916,3.148358106613159,1.954798698425293,0.9516353011131288,0
0,2,633790226099662830,105917,3.148359775543213,1.7710793018341064,0.7719065546989441,0
0,0,633790226099933127,105918,3.1263105869293213,1.982329487800598,-0.153739661,0
0,1,633790226100203422,105919,2.932060956954956,2.1635303497314453,-0.131327465,0
0,3,633790226100473716,105920,3.1163101196289062,1.9829401969909668,0.87375408411026,0
0,2,633790226100744015,105921,3.106337308883667,1.83603036403656,0.6913813948631287,0
0,0,633790226101014313,105922,3.12493896484375,2.013834953308105,-0.076661721,0
0,3,633790226101554896,105923,3.1120293140411377,1.992982268333435,0.8604591488838196,0
0,2,633790226101825191,105924,4.638154029846191,0.6487777829170227,1.9416593313217163,0
0,0,633790226102095482,105925,3.265889883041382,1.8088414669036863,0.1452659368515014,0
0,1,633790226102365777,105926,3.057927131652832,2.089934825897217,-0.143642575,0
0,3,633790226102636070,105927,3.1392078399658203,1.914953351020813,0.8283846378326416,0
0,2,633790226102906364,105928,3.0362937450408936,2.3049874305725098,0.564240038394928,0
0,0,633790226103176661,105929,3.2479636669158936,1.7932530641555786,0.1304690390825271,0
0,3,633790226103717241,105930,3.093666076660156,2.024742841720581,0.9038364887237548,0
0,2,633790226103987540,105931,3.0899438858032227,2.2639739513397217,0.6541004776954651,0
0,0,633790226104257837,105932,3.2707178592681885,1.8262921571731567,0.0777167454361915,0
0,1,633790226104528131,105933,2.9291417598724365,2.2343006134033203,-0.206422701,0
0,3,633790226104798428,105934,3.060125827789306,2.095766544342041,0.7639550566673279,0
0,2,633790226105068719,105935,3.1015098094940186,2.2763476371765137,0.6889973878860474,0
0,0,633790226105339017,105936,3.2620749473571777,1.8419568538665767,0.022990571334958,0
0,3,633790226105879599,105937,3.0595319271087646,2.154872179031372,0.8172391057014465,0
0,2,633790226106149894,105938,3.0130507946014404,2.2868595123291016,0.6605129837989807,0
0,0,633790226106420190,105939,3.101466655731201,2.045470714569092,-0.101444192,0
0,1,633790226106690488,105940,3.215071678161621,1.895116090774536,0.1648962944746017,0
0,3,633790226106960778,105941,2.929588079452514,2.3481523990631104,0.8804551959037781,0
0,2,633790226107231069,105942,2.9984140396118164,2.2915446758270264,0.7027220726013184,0
0,0,633790226107501365,105943,3.1483864784240723,2.0438601970672607,-0.045260124,0
0,3,633790226108041947,105944,2.8137853145599365,2.284674406051636,1.0303109884262085,0
0,2,633790226108312239,105945,2.9739012718200684,2.255265235900879,0.8256407976150513,0
0,0,633790226108582534,105946,3.124353647232056,2.0007150173187256,0.0385801009833812,0
0,1,633790226108852828,105947,3.22235369682312,1.8398245573043823,0.2164435237646103,0
0,3,633790226109123126,105948,2.816716194152832,2.715505123138428,0.8389420509338379,0
0,2,633790226109393416,105949,2.9780497550964355,2.2736246585845947,0.7566899657249451,0
0,0,633790226109663708,105950,3.144451379776001,2.014678478240967,-0.095207259,0
0,3,633790226110204293,105951,2.8795623779296875,2.4897632598876958,1.0049357414245603,0
0,2,633790226110474590,105952,2.96327543258667,2.418677806854248,0.717980146408081,0
0,0,633790226110744883,105953,3.149355888366699,2.04925274848938,-0.094545223,0
0,1,633790226111015178,105954,3.096909046173096,2.110351324081421,-0.061623957,0
0,3,633790226111285471,105955,2.8679211139678955,2.464024782180786,0.9915961623191832,0
0,2,633790226111555768,105956,3.013286590576172,2.4053332805633545,0.6915558576583862,0
0,0,633790226111826061,105957,3.1432223320007324,1.982266187667847,-0.151395291,0
0,3,633790226112366649,105958,2.852449655532837,2.590289354324341,0.8298075199127197,0
0,2,633790226112636940,105959,3.007197380065918,2.42456603050232,0.6470071077346802,0
0,0,633790226112907234,105960,3.228898525238037,1.9020627737045288,0.1768193393945694,0
0,1,633790226113177532,105961,3.132412433624268,2.0198798179626465,-0.184929386,0
0,3,633790226113447824,105962,2.8616693019866943,2.6734113693237305,0.8683913350105286,0
0,2,633790226113718120,105963,2.9588589668273926,2.329488754272461,0.7011955380439758,0
0,0,633790226113988416,105964,3.1934401988983154,1.9485461711883545,0.1921323388814926,0
0,3,633790226114529002,105965,2.886472463607788,2.5796284675598145,1.1186811923980713,0
0,2,633790226114799298,105966,3.013231039047241,2.3795299530029297,0.5505897402763367,0
0,0,633790226115069596,105967,3.190620422363281,1.8976783752441408,0.026785559952259,0
0,1,633790226115339893,105968,3.1466622352600098,2.0100414752960205,-0.137616605,0
0,3,633790226115610191,105969,2.89692497253418,2.6368184089660645,0.9627074599266052,0
0,2,633790226115880490,105970,3.009552001953125,2.328188896179199,0.7299801111221313,0
0,0,633790226116150782,105971,3.13266658782959,1.9440150260925293,0.0789348483085632,0
0,2,633790226116961653,105972,2.940670251846313,2.3866171836853027,0.7286152839660645,0
0,0,633790226117231947,105973,3.1145615577697754,2.070775985717773,0.1896834820508957,0
0,1,633790226117502238,105974,3.078890323638916,2.0763118267059326,0.050853457301855,0
0,2,633790226118042820,105975,3.020285129547119,2.2041139602661133,0.6295561790466309,0
0,0,633790226118313110,105976,3.400524377822876,2.009038209915161,0.1126076206564903,0
0,3,633790226118853696,105977,2.9161577224731445,2.607041358947754,1.0796340703964231,0
0,2,633790226119123994,105978,2.929713726043701,2.1826930046081543,0.8125678300857544,0
0,0,633790226119394293,105979,3.4327335357666016,1.853931665420532,-0.116154425,0
0,1,633790226119664587,105980,3.210681438446045,1.9924124479293823,-0.180817679,0
0,3,633790226119934883,105981,2.8861639499664307,2.641507148742676,1.097992777824402,0
0,2,633790226120205182,105982,2.993625402450561,2.228726863861084,0.6629045009613037,0
0,0,633790226120475476,105983,3.4092276096343994,1.7325869798660278,0.1908630430698394,0
0,3,633790226121016065,105984,2.925847053527832,2.668161153793335,0.898857593536377,0
0,2,633790226121286356,105985,3.072803258895874,2.344839334487915,0.7059627771377563,0
0,0,633790226121556653,105986,3.3477911949157715,1.6249637603759766,0.2443785071372985,0
0,1,633790226121826951,105987,3.2409496307373047,2.010715246200561,-0.108138755,0
0,3,633790226122097249,105988,2.924666166305542,2.638654947280884,0.9036142826080322,0
0,2,633790226122367546,105989,3.001636505126953,2.2104146480560303,0.7304924130439758,0
0,0,633790226122637839,105990,3.2666258811950684,1.5950275659561155,0.2157857716083526,0
0,3,633790226123178426,105991,2.8603005409240723,2.6228103637695312,0.9786674976348876,0
0,2,633790226123448716,105992,3.0329086780548096,2.210646152496338,0.7110037803649902,0
0,0,633790226123719008,105993,3.2107508182525635,1.576977014541626,0.1970830261707306,0
0,1,633790226123989298,105994,3.19895601272583,2.0193288326263428,0.0935483425855636,0
0,3,633790226124259589,105995,2.876481533050537,2.593975305557251,1.129284381866455,0
0,2,633790226124529887,105996,3.022624969482422,2.21768569946289,0.7787083983421326,0
0,0,633790226124800184,105997,3.113375663757324,1.7761099338531494,0.0405503511428833,0
0,3,633790226125340765,105998,2.8862454891204834,2.6225907802581787,1.0043189525604248,0
0,2,633790226125611061,105999,2.7542202472686768,2.4956488609313965,0.6836624145507812,0
0,0,633790226125881352,106000,3.206368923187256,2.029867172241211,-0.398465425,0
0,1,633790226126151648,106001,3.3161962032318115,1.9628922939300537,0.073450431227684,0
0,3,633790226126421943,106002,2.867781639099121,2.562328100204468,1.0291345119476318,0
0,2,633790226126692234,106003,3.033303737640381,2.46937894821167,0.7569712400436401,0
0,0,633790226126962525,106004,3.1835596561431885,1.9613395929336548,-0.209238142,0
0,3,633790226127503108,106005,2.828579902648926,2.495394706726074,1.0252597332000732,0
0,2,633790226127773401,106006,3.1156084537506104,2.3425936698913574,0.8314155340194702,0
0,0,633790226128043700,106007,3.179931879043579,1.790009379386902,0.031623937189579,0
0,1,633790226128313994,106008,3.189169645309448,2.125920057296753,0.0374147668480873,0
0,3,633790226128584286,106009,2.839923858642578,2.5469346046447754,1.012729525566101,0
0,2,633790226128854577,106010,3.0561439990997314,2.377194404602051,0.6949178576469421,0
0,0,633790226129124875,106011,3.302412748336792,1.7461159229278564,0.1348491609096527,0
0,3,633790226129665463,106012,2.841043472290039,2.554320335388184,0.989063799381256,0
0,2,633790226129935762,106013,3.024425983428955,2.3968074321746826,0.7283679246902466,0
0,0,633790226130206058,106014,3.329988718032837,1.7920876741409302,0.1261795312166214,0
0,1,633790226130476351,106015,3.4257795810699463,2.016218662261963,0.1733923107385635,0
0,3,633790226130746641,106016,2.878110647201538,2.545637845993042,1.0449808835983276,0
0,2,633790226131016936,106017,3.0318994522094727,2.442858457565308,0.7885839343070984,0
0,0,633790226131287233,106018,3.386410713195801,1.872696876525879,-0.086926959,0
0,3,633790226131827821,106019,2.9068219661712646,2.613327980041504,1.0557780265808103,0
0,2,633790226132098112,106020,2.993035078048706,2.486739158630371,0.6800877451896667,0
0,0,633790226132368410,106021,3.245104551315308,1.8661668300628664,-0.124219149,0
0,1,633790226132638705,106022,3.40159010887146,2.087451219558716,0.1094112992286682,0
0,3,633790226132908998,106023,2.913956880569458,2.632613182067871,1.0177288055419922,0
0,2,633790226133179289,106024,2.973865509033203,2.445805549621582,0.7815849781036377,0
0,0,633790226133449583,106025,3.3011021614074707,1.9079532623291016,-0.064314842,0
0,3,633790226133990171,106026,2.915857076644897,2.639076471328736,0.988316297531128,0
0,2,633790226134260467,106027,3.0547568798065186,2.3007705211639404,0.7185068726539612,0
0,0,633790226134530762,106028,3.380822896957397,1.7924805879592896,0.0292164590209722,0
0,1,633790226134801057,106029,3.22533655166626,1.9456483125686648,-0.105525091,0
0,3,633790226135071348,106030,2.935758590698242,2.6285605430603027,1.114097237586975,0
0,2,633790226135341645,106031,2.9959959983825684,2.4269256591796875,0.6431928873062134,0
0,0,633790226135611939,106032,3.4486184120178223,1.7366623878479004,0.0859821736812591,0
0,3,633790226136152519,106033,2.9166667461395264,2.6644175052642822,1.032367467880249,0
0,2,633790226136422816,106034,3.0229709148406982,2.3956661224365234,0.7509382963180542,0
0,0,633790226136693106,106035,3.44019627571106,1.719946026802063,0.0444266051054,0
0,1,633790226136963405,106036,3.354524850845337,1.879377007484436,-0.099503681,0
0,3,633790226137233703,106037,2.8631820678710938,2.5505611896514893,0.978352963924408,0
0,2,633790226137504001,106038,3.04441237449646,2.2496120929718018,0.7478049993515015,0
0,0,633790226137774292,106039,3.4687228202819824,1.7636592388153076,-0.037024926,0
0,3,633790226138314874,106040,2.872523307800293,2.5359256267547607,0.9830266237258912,0
0,2,633790226138585173,106041,3.042050361633301,2.566673517227173,0.6852625608444214,0
0,0,633790226138855469,106042,3.227574110031128,1.7903172969818115,0.0420752987265586,0
0,1,633790226139125760,106043,3.1844592094421387,2.0551767349243164,-0.103269495,0
0,3,633790226139396054,106044,2.7700634002685547,2.7589662075042725,0.8450775742530823,0
0,2,633790226139666348,106045,3.0904295444488525,2.378870248794556,0.6699124574661255,0
0,0,633790226139936638,106046,3.3669326305389404,1.7653793096542358,-0.114929691,0
0,3,633790226140477219,106047,2.7232723236083984,2.761082887649536,0.8407500982284546,0
0,2,633790226140747516,106048,3.1124067306518555,2.343603134155273,0.7801995873451233,0
0,0,633790226141017815,106049,3.281636953353882,1.8091174364089968,-0.123523742,0
0,1,633790226141288105,106050,3.084275960922241,1.9183863401412964,-0.124201737,0
0,3,633790226141558404,106051,3.051614284515381,2.551498413085937,1.2171529531478882,0
0,2,633790226141828697,106052,3.0952253341674805,2.4161951541900635,0.551923394203186,0
0,0,633790226142098991,106053,3.290734052658081,1.8229230642318728,-0.073811188,0
0,3,633790226142639580,106054,3.055058717727661,2.628084897994995,1.1299607753753662,0
0,2,633790226142909872,106055,3.049570322036743,2.488456964492798,0.6915922164916992,0
0,0,633790226143180169,106056,3.340627193450928,1.798344969749451,-0.072498642,0
0,1,633790226143450460,106057,3.0952091217041016,1.960254907608032,-0.103395171,0
0,3,633790226143720754,106058,3.1805806159973145,2.6695964336395264,1.0550858974456787,0
0,2,633790226143991049,106059,3.100891351699829,2.462889671325684,0.7673317193984985,0
0,0,633790226144261346,106060,3.329976320266724,1.7528321743011477,-0.120139085,0
0,3,633790226144801930,106061,2.9094972610473637,2.524515151977539,1.107375979423523,0
0,2,633790226145072226,106062,3.0729007720947266,2.40621018409729,0.6972917914390564,0
0,0,633790226145342518,106063,3.297595739364624,1.8041081428527832,-0.156680197,0
0,1,633790226145612816,106064,3.069472074508667,1.8912354707717896,-0.136323273,0
0,3,633790226145883114,106065,2.913583755493164,2.625317335128784,1.0172921419143677,0
0,2,633790226146153411,106066,3.002157688140869,2.539146900177002,0.5519267916679382,0
0,0,633790226146423701,106067,3.390395402908325,1.7231563329696655,-0.107430771,0
0,3,633790226146964288,106068,2.7022058963775635,2.353525161743164,0.9901812076568604,0
0,2,633790226147234584,106069,3.0791828632354736,2.4540536403656006,0.7210805416107178,0
0,0,633790226147504882,106070,3.4095375537872314,1.8095005750656128,-0.060050718,0
0,1,633790226147775177,106071,3.1164445877075195,1.965296983718872,-0.073037766,0
0,3,633790226148045470,106072,2.681391477584839,2.3165228366851807,1.030232071876526,0
0,2,633790226148315769,106073,3.063406229019165,2.449286460876465,0.652649998664856,0
0,0,633790226148586063,106074,3.4202444553375244,1.7296028137207031,-0.092558928,0
0,2,633790226149396941,106075,3.137467384338379,2.407632112503052,0.6967446208000183,0
0,0,633790226149667234,106076,3.313978433609009,1.8959728479385376,-0.063438341,0
0,1,633790226149937525,106077,3.0862481594085693,1.9475098848342896,-0.196925864,0
0,3,633790226150207822,106078,2.879831075668335,2.582643985748291,0.9675618410110474,0
0,2,633790226150478114,106079,3.066969633102417,2.435096263885498,0.7518017292022705,0
0,3,633790226151288992,106080,2.803490400314331,2.529213190078736,0.9550023674964904,0
0,2,633790226151559282,106081,3.057631254196167,2.3917839527130127,0.7378021478652954,0
0,0,633790226151829576,106082,3.3318774700164795,1.9131438732147217,-0.161187634,0
0,1,633790226152099869,106083,3.058605432510376,1.983553767204285,-0.07697162,0
0,3,633790226152370162,106084,2.93544602394104,2.2554616928100586,1.0221205949783323,0
0,2,633790226152640457,106085,3.010486364364624,2.4857869148254395,0.8445643186569214,0
0,0,633790226152910752,106086,3.3041810989379883,1.805869221687317,-0.092068657,0
0,3,633790226153451334,106087,2.927695274353028,2.247270345687866,0.9550498723983764,0
0,2,633790226153721630,106088,3.0302391052246094,2.434856414794922,0.8430126309394836,0
0,0,633790226153991929,106089,3.3388383388519287,1.8865220546722408,-0.083829127,0
0,1,633790226154262221,106090,3.0815913677215576,1.9988709688186648,-0.063583314,0
0,3,633790226154532516,106091,2.8140902519226074,2.4481239318847656,1.0235360860824585,0
0,2,633790226154802814,106092,3.004586696624756,2.4339940547943115,0.6696202754974365,0
0,0,633790226155073104,106093,3.34793758392334,1.902998685836792,-0.082465768,0
0,3,633790226155613687,106094,2.7949042320251465,2.4510955810546875,1.049170732498169,0
0,2,633790226155883977,106095,3.045342206954956,2.4285168647766118,0.7071765661239624,0
0,0,633790226156154269,106096,3.2932889461517334,1.8274630308151243,-0.09905263,0
0,1,633790226156424568,106097,3.184638023376465,2.169678211212158,0.170603409409523,0
0,3,633790226156694863,106098,2.8054213523864746,2.469902276992798,1.004796862602234,0
0,2,633790226156965157,106099,3.113853931427002,2.384481191635132,0.718845784664154,0
0,0,633790226157235455,106100,3.2815845012664795,1.8427573442459104,-0.114445902,0
0,3,633790226157776036,106101,2.859354019165039,2.54053282737732,1.1176286935806274,0
0,2,633790226158046328,106102,3.054185628890991,2.415168285369873,0.770346462726593,0
0,0,633790226158316624,106103,3.2915797233581543,1.8550342321395876,-0.078353837,0
0,1,633790226158586923,106104,3.173447370529175,1.9988542795181277,-0.010227552,0
0,3,633790226158857214,106105,2.7306363582611084,2.4277894496917725,0.9194026589393616,0
0,2,633790226159127512,106106,3.035325288772583,2.4149417877197266,0.7327057123184204,0
0,0,633790226159397809,106107,3.304584503173828,1.9116923809051516,-0.10746906,0
0,3,633790226159938394,106108,2.7684993743896484,2.417506694793701,0.9903475046157836,0
0,2,633790226160208690,106109,3.068689107894897,2.378754138946533,0.6277623176574707,0
0,0,633790226160478982,106110,3.3273792266845703,1.8682096004486084,-0.112584352,0
0,1,633790226160749280,106111,3.095346212387085,1.93251633644104,-0.1186933,0
0,3,633790226161019570,106112,2.751938581466675,2.399972677230835,0.9234055876731871,0
